passtype,age,status,sex
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
crew,adult,dead,male
first,adult,dead,female
first,adult,dead,female
first,adult,dead,female
first,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
second,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
third,adult,dead,female
crew,adult,dead,female
crew,adult,dead,female
crew,adult,dead,female
first,child,alive,male
first,child,alive,male
first,child,alive,male
first,child,alive,male
first,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
second,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
third,child,alive,male
first,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
second,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
third,child,alive,female
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
first,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
second,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
third,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
crew,adult,alive,male
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
first,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
second,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
third,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
crew,adult,alive,female
